"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",Iowa,""",""",IA,""" ,  ",1995,",",41110,",",0.312,",",0.033,",",0.437,",",0.037,",",4.032,",",1.624,",",0.642,",",0.668,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1996,",",39902,",",0.307,",",0.026,",",0.451,",",0.037,",",4.133,",",1.54,",",0.673,",",0.699,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1997,",",40132,",",0.304,",",0.041,",",0.448,",",0.03,",",3.846,",",1.691,",",0.684,",",0.685,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1998,",",42834,",",0.342,",",0.05,",",0.444,",",0.029,",",3.947,",",1.832,",",0.638,",",0.676,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1999,",",44931,",",0.339,",",0.05,",",0.437,",",0.029,",",4.18,",",1.66,",",0.68,",",0.68,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2000,",",44503,",",0.312,",",0.04,",",0.444,",",0.032,",",3.929,",",1.679,",",0.712,",",0.78,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2001,",",47375,",",0.335,",",0.043,",",0.446,",",0.044,",",4.124,",",1.501,",",0.772,",",0.686,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2002,",",47070,",",0.33,",",0.042,",",0.454,",",0.048,",",4.133,",",1.72,",",0.766,",",0.694,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2003,",",48520,",",0.33,",",0.04,",",0.445,",",0.044,",",3.982,",",1.759,",",0.806,",",0.676,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2004,",",48090,",",0.334,",",0.048,",",0.437,",",0.044,",",4.516,",",1.703,",",0.786,",",0.751,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2005,",",48878,",",0.344,",",0.047,",",0.457,",",0.05,",",4.118,",",1.821,",",0.877,",",0.69,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2006,",",47073,",",0.331,",",0.044,",",0.455,",",0.039,",",4.375,",",1.666,",",0.778,",",0.695,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2007,",",48191,",",0.355,",",0.047,",",0.456,",",0.039,",",4.487,",",1.765,",",0.818,",",0.664,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2008,",",49990,",",0.351,",",0.053,",",0.453,",",0.036,",",4.278,",",1.705,",",0.895,",",0.693,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2009,",",49481,",",0.327,",",0.061,",",0.447,",",0.077,",",4.006,",",1.701,",",0.907,",",0.715,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2010,",",48427,",",0.336,",",0.059,",",0.465,",",0.079,",",4.167,",",1.713,",",0.874,",",0.731,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2011,",",48031,",",0.322,",",0.05,",",0.461,",",0.07,",",4.211,",",1.611,",",0.909,",",0.724,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2012,",",49742,",",0.346,",",0.054,",",0.46,",",0.053,",",4.368,",",1.858,",",0.939,",",0.756,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2013,",",49922,",",0.333,",",0.055,",",0.456,",",0.053,",",4.25,",",1.561,",",1.019,",",0.725,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",2014,",",51517,",",0.354,",",0.046,",",0.454,",",0.048,",",4.5,",",1.987,",",0.965,",",0.742,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1980,",",34907,",",0.306,",",0.043,",",0.378,",",0.048,",",4.165,",",1.341,",",0.472,",",0.614,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1981,",",36345,",",0.3,",",0.047,",",0.378,",",0.051,",",4.164,",",1.395,",",0.481,",",0.593,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1982,",",38705,",",0.29,",",0.061,",",0.354,",",0.061,",",3.778,",",1.446,",",0.456,",",0.574,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1983,",",38561,",",0.303,",",0.043,",",0.389,",",0.08,",",3.845,",",1.477,",",0.487,",",0.572,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1984,",",38874,",",0.297,",",0.044,",",0.411,",",0.067,",",3.951,",",1.445,",",0.536,",",0.588,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1985,",",40685,",",0.315,",",0.026,",",0.39,",",0.05,",",3.889,",",1.46,",",0.583,",",0.62,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1986,",",42656,",",0.316,",",0.049,",",0.373,",",0.069,",",4.222,",",1.531,",",0.611,",",0.619,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1987,",",41458,",",0.296,",",0.042,",",0.381,",",0.057,",",4.222,",",1.422,",",0.692,",",0.6,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1988,",",39727,",",0.319,",",0.054,",",0.426,",",0.044,",",4.743,",",1.666,",",0.651,",",0.604,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1989,",",40364,",",0.31,",",0.07,",",0.427,",",0.034,",",4.319,",",1.827,",",0.639,",",0.632,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1990,",",41367,",",0.337,",",0.042,",",0.418,",",0.051,",",5.097,",",1.765,",",0.658,",",0.671,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1991,",",40346,",",0.322,",",0.043,",",0.413,",",0.052,",",4.527,",",1.645,",",0.638,",",0.702,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1992,",",39402,",",0.314,",",0.042,",",0.444,",",0.037,",",4.5,",",1.656,",",0.769,",",0.671,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1993,",",39642,",",0.3,",",0.023,",",0.437,",",0.054,",",4.091,",",1.667,",",0.779,",",0.717,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1994,",",39707,",",0.302,",",0.033,",",0.438,",",0.064,",",4.079,",",1.57,",",0.768,",",0.756,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1995,",",38467,",",0.318,",",0.041,",",0.431,",",0.046,",",4.803,",",1.504,",",0.898,",",0.735,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1996,",",43710,",",0.35,",",0.052,",",0.397,",",0.044,",",4.333,",",1.704,",",0.883,",",0.715,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1997,",",46281,",",0.383,",",0.068,",",0.415,",",0.043,",",5.304,",",1.976,",",0.878,",",0.651,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1998,",",48594,",",0.385,",",0.046,",",0.422,",",0.027,",",4.729,",",1.79,",",0.927,",",0.664,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",1999,",",46716,",",0.353,",",0.06,",",0.445,",",0.029,",",4.832,",",1.939,",",0.908,",",0.634,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2000,",",44105,",",0.333,",",0.044,",",0.423,",",0.032,",",4.462,",",1.805,",",0.804,",",0.73,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2001,",",50116,",",0.368,",",0.049,",",0.447,",",0.041,",",4.722,",",1.87,",",0.881,",",0.738,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2002,",",56540,",",0.412,",",0.052,",",0.444,",",0.046,",",5.267,",",2.112,",",0.927,",",0.655,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2003,",",52694,",",0.375,",",0.046,",",0.448,",",0.05,",",4.656,",",2.199,",",0.994,",",0.623,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2004,",",50041,",",0.354,",",0.055,",",0.439,",",0.06,",",4.933,",",1.871,",",0.997,",",0.681,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2005,",",48455,",",0.345,",",0.056,",",0.44,",",0.057,",",4.8,",",1.947,",",1.029,",",0.67,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2006,",",50920,",",0.38,",",0.057,",",0.427,",",0.055,",",4.875,",",2.053,",",1.001,",",0.685,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2007,",",52898,",",0.399,",",0.058,",",0.429,",",0.042,",",4.688,",",2.127,",",0.947,",",0.664,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2008,",",47349,",",0.331,",",0.066,",",0.442,",",0.05,",",4.688,",",1.697,",",0.994,",",0.693,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2009,",",52837,",",0.373,",",0.069,",",0.435,",",0.077,",",5.072,",",2.019,",",1.073,",",0.694,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2010,",",52728,",",0.385,",",0.042,",",0.484,",",0.075,",",4.739,",",2.058,",",1.136,",",0.661,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2011,",",50538,",",0.366,",",0.074,",",0.469,",",0.078,",",4.642,",",1.904,",",1.286,",",0.732,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2012,",",49700,",",0.345,",",0.068,",",0.453,",",0.071,",",4.865,",",1.805,",",1.311,",",0.749,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2013,",",50294,",",0.367,",",0.064,",",0.453,",",0.06,",",4.737,",",1.894,",",1.128,",",0.646,"],"
"[""  ",Kansas,""",""",KS,""" ,  ",2014,",",50011,",",0.361,",",0.051,",",0.448,",",0.045,",",4.743,",",1.741,",",1.252,",",0.703,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1980,",",34769,",",0.309,",",0.024,",",0.368,",",0.08,",",4.545,",",1.557,",",0.293,",",0.565,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1981,",",34870,",",0.304,",",0.029,",",0.361,",",0.089,",",4.32,",",1.437,",",0.374,",",0.606,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1982,",",36816,",",0.312,",",0.037,",",0.372,",",0.1,",",4.283,",",1.546,",",0.405,",",0.589,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1983,",",37528,",",0.301,",",0.029,",",0.396,",",0.112,",",3.906,",",1.493,",",0.396,",",0.595,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1984,",",37012,",",0.326,",",0.027,",",0.417,",",0.117,",",4.593,",",1.543,",",0.396,",",0.596,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1985,",",39595,",",0.342,",",0.027,",",0.372,",",0.09,",",4.625,",",1.632,",",0.439,",",0.539,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1986,",",38026,",",0.329,",",0.026,",",0.357,",",0.11,",",4.375,",",1.613,",",0.406,",",0.593,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1987,",",37354,",",0.32,",",0.03,",",0.39,",",0.111,",",4.427,",",1.417,",",0.39,",",0.628,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1988,",",37649,",",0.294,",",0.029,",",0.388,",",0.096,",",4.181,",",1.364,",",0.367,",",0.658,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1989,",",36806,",",0.308,",",0.027,",",0.423,",",0.074,",",4.195,",",1.434,",",0.445,",",0.658,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1990,",",37371,",",0.308,",",0.031,",",0.444,",",0.054,",",4.494,",",1.419,",",0.446,",",0.649,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1991,",",37602,",",0.309,",",0.034,",",0.446,",",0.08,",",4.624,",",1.739,",",0.38,",",0.718,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1992,",",39948,",",0.322,",",0.05,",",0.405,",",0.069,",",4.6,",",1.645,",",0.481,",",0.671,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1993,",",38168,",",0.342,",",0.04,",",0.441,",",0.075,",",4.687,",",1.684,",",0.538,",",0.731,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1994,",",39989,",",0.342,",",0.025,",",0.422,",",0.05,",",5,",",1.805,",",0.538,",",0.664,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1995,",",39142,",",0.338,",",0.026,",",0.406,",",0.067,",",5,",",1.663,",",0.644,",",0.776,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1996,",",43415,",",0.364,",",0.025,",",0.425,",",0.054,",",5.384,",",1.897,",",0.687,",",0.692,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1997,",",39551,",",0.317,",",0.026,",",0.424,",",0.06,",",4.636,",",1.538,",",0.605,",",0.722,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1998,",",42612,",",0.346,",",0.027,",",0.439,",",0.062,",",4.741,",",1.728,",",0.589,",",0.658,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",1999,",",45709,",",0.361,",",0.024,",",0.426,",",0.047,",",4.77,",",1.659,",",0.568,",",0.717,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2000,",",43229,",",0.367,",",0.02,",",0.445,",",0.044,",",5.455,",",1.779,",",0.552,",",0.693,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2001,",",47977,",",0.391,",",0.028,",",0.432,",",0.049,",",5.328,",",2.041,",",0.643,",",0.641,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2002,",",50268,",",0.384,",",0.025,",",0.451,",",0.058,",",5.077,",",1.962,",",0.686,",",0.644,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2003,",",48133,",",0.365,",",0.025,",",0.454,",",0.072,",",4.444,",",2.109,",",0.668,",",0.708,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2004,",",47378,",",0.337,",",0.037,",",0.438,",",0.069,",",4.333,",",1.829,",",0.68,",",0.69,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2005,",",45312,",",0.354,",",0.04,",",0.481,",",0.07,",",4.571,",",1.833,",",0.616,",",0.67,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2006,",",47216,",",0.353,",",0.036,",",0.459,",",0.062,",",5,",",1.909,",",0.66,",",0.701,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2007,",",47165,",",0.374,",",0.028,",",0.457,",",0.059,",",5,",",1.919,",",0.674,",",0.726,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2008,",",47829,",",0.357,",",0.044,",",0.46,",",0.064,",",4.97,",",1.988,",",0.737,",",0.72,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2009,",",47909,",",0.348,",",0.046,",",0.436,",",0.119,",",5.133,",",1.94,",",0.716,",",0.682,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2010,",",48284,",",0.345,",",0.042,",",0.453,",",0.11,",",4.444,",",1.851,",",0.817,",",0.706,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2011,",",46240,",",0.349,",",0.036,",",0.451,",",0.092,",",5.267,",",1.759,",",0.872,",",0.763,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2012,",",46041,",",0.335,",",0.049,",",0.456,",",0.091,",",4.642,",",1.889,",",0.851,",",0.796,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2013,",",44429,",",0.334,",",0.04,",",0.45,",",0.088,",",4.875,",",1.697,",",0.856,",",0.768,"],"
"[""  ",Kentucky,""",""",KY,""" ,  ",2014,",",46602,",",0.354,",",0.05,",",0.451,",",0.087,",",5,",",1.808,",",0.881,",",0.79,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1980,",",35739,",",0.318,",",0.022,",",0.351,",",0.063,",",4.31,",",1.447,",",0.368,",",0.554,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1981,",",36265,",",0.316,",",0.031,",",0.369,",",0.079,",",4.667,",",1.406,",",0.372,",",0.566,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1982,",",38001,",",0.304,",",0.051,",",0.349,",",0.1,",",4.237,",",1.394,",",0.425,",",0.612,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1983,",",40271,",",0.331,",",0.036,",",0.359,",",0.121,",",4.658,",",1.411,",",0.492,",",0.565,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1984,",",38478,",",0.333,",",0.035,",",0.407,",",0.093,",",4.667,",",1.716,",",0.457,",",0.585,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1985,",",40349,",",0.356,",",0.031,",",0.406,",",0.112,",",5.168,",",1.727,",",0.462,",",0.55,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1986,",",39589,",",0.342,",",0.023,",",0.412,",",0.103,",",5.067,",",1.621,",",0.504,",",0.581,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1987,",",43424,",",0.361,",",0.03,",",0.377,",",0.129,",",6,",",1.857,",",0.532,",",0.541,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1988,",",41239,",",0.341,",",0.036,",",0.404,",",0.116,",",5.008,",",1.759,",",0.5,",",0.533,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1989,",",39459,",",0.347,",",0.041,",",0.405,",",0.078,",",4.667,",",1.838,",",0.498,",",0.557,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1990,",",38487,",",0.335,",",0.026,",",0.405,",",0.056,",",4.597,",",1.511,",",0.483,",",0.586,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1991,",",38095,",",0.357,",",0.03,",",0.428,",",0.053,",",5.193,",",1.754,",",0.477,",",0.65,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1992,",",37891,",",0.334,",",0.028,",",0.412,",",0.065,",",4.251,",",1.978,",",0.57,",",0.722,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1993,",",39445,",",0.316,",",0.02,",",0.437,",",0.07,",",4.666,",",1.691,",",0.613,",",0.645,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1994,",",39545,",",0.329,",",0.024,",",0.438,",",0.073,",",4.808,",",1.466,",",0.576,",",0.605,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1995,",",40866,",",0.341,",",0.024,",",0.408,",",0.068,",",5,",",1.791,",",0.645,",",0.69,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1996,",",38451,",",0.34,",",0.036,",",0.47,",",0.058,",",5,",",1.692,",",0.593,",",0.642,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1997,",",42874,",",0.373,",",0.04,",",0.443,",",0.062,",",5,",",1.739,",",0.484,",",0.616,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1998,",",45840,",",0.381,",",0.045,",",0.443,",",0.045,",",5.091,",",1.897,",",0.593,",",0.575,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",1999,",",43301,",",0.336,",",0.039,",",0.459,",",0.046,",",4.771,",",1.912,",",0.642,",",0.654,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2000,",",44644,",",0.349,",",0.029,",",0.452,",",0.059,",",4.808,",",1.882,",",0.733,",",0.667,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2001,",",43988,",",0.369,",",0.03,",",0.466,",",0.063,",",5,",",2.024,",",0.615,",",0.632,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2002,",",48548,",",0.394,",",0.029,",",0.439,",",0.063,",",5.417,",",2.113,",",0.62,",",0.557,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2003,",",46170,",",0.355,",",0.043,",",0.464,",",0.063,",",4.643,",",1.907,",",0.674,",",0.634,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2004,",",46513,",",0.361,",",0.048,",",0.468,",",0.061,",",5.077,",",1.644,",",0.657,",",0.593,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2005,",",46344,",",0.376,",",0.045,",",0.487,",",0.05,",",5.154,",",1.802,",",0.585,",",0.599,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2006,",",47482,",",0.393,",",0.039,",",0.478,",",0.062,",",5.947,",",2.054,",",0.656,",",0.67,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2007,",",47924,",",0.381,",",0.036,",",0.444,",",0.052,",",5.514,",",2.059,",",0.697,",",0.631,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2008,",",51525,",",0.412,",",0.03,",",0.481,",",0.054,",",6,",",2.19,",",0.709,",",0.557,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2009,",",51169,",",0.401,",",0.051,",",0.498,",",0.07,",",6.071,",",1.972,",",0.673,",",0.549,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2010,",",52704,",",0.377,",",0.035,",",0.488,",",0.062,",",5.625,",",1.869,",",0.771,",",0.606,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2011,",",51770,",",0.405,",",0.04,",",0.486,",",0.091,",",6.067,",",1.928,",",0.894,",",0.651,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2012,",",45251,",",0.346,",",0.018,",",0.458,",",0.084,",",4.828,",",1.42,",",0.684,",",0.649,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2013,",",46586,",",0.37,",",0.038,",",0.48,",",0.07,",",5.806,",",1.637,",",0.767,",",0.659,"],"
"[""  ",Louisiana,""",""",LA,""" ,  ",2014,",",51513,",",0.382,",",0.042,",",0.461,",",0.047,",",5.015,",",1.684,",",0.97,",",0.643,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1980,",",31452,",",0.275,",",0.025,",",0.349,",",0.075,",",3.249,",",1.386,",",0.367,",",0.641,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1981,",",31432,",",0.271,",",0.021,",",0.365,",",0.09,",",3.239,",",1.335,",",0.366,",",0.631,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1982,",",31675,",",0.297,",",0.043,",",0.389,",",0.108,",",3.448,",",1.548,",",0.345,",",0.574,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1983,",",32594,",",0.286,",",0.025,",",0.408,",",0.091,",",3.689,",",1.421,",",0.426,",",0.62,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1984,",",34597,",",0.303,",",0.03,",",0.401,",",0.08,",",4.101,",",1.46,",",0.449,",",0.64,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1985,",",35435,",",0.306,",",0.028,",",0.386,",",0.07,",",3.8,",",1.428,",",0.459,",",0.616,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1986,",",34893,",",0.296,",",0.016,",",0.4,",",0.059,",",3.532,",",1.565,",",0.435,",",0.649,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1987,",",36940,",",0.31,",",0.032,",",0.383,",",0.051,",",4.093,",",1.72,",",0.437,",",0.617,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1988,",",35945,",",0.298,",",0.031,",",0.411,",",0.047,",",3.778,",",1.53,",",0.447,",",0.624,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1989,",",38213,",",0.3,",",0.025,",",0.407,",",0.037,",",4.072,",",1.566,",",0.529,",",0.605,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1990,",",38583,",",0.302,",",0.032,",",0.429,",",0.063,",",4.152,",",1.5,",",0.572,",",0.678,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1991,",",37796,",",0.266,",",0.026,",",0.419,",",0.088,",",3.81,",",1.48,",",0.524,",",0.737,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1992,",",36640,",",0.266,",",0.043,",",0.421,",",0.082,",",3.478,",",1.442,",",0.513,",",0.702,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1993,",",36659,",",0.287,",",0.032,",",0.443,",",0.098,",",3.861,",",1.562,",",0.54,",",0.668,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1994,",",38385,",",0.292,",",0.036,",",0.427,",",0.086,",",3.994,",",1.562,",",0.644,",",0.727,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1995,",",40474,",",0.3,",",0.028,",",0.452,",",0.065,",",3.884,",",1.637,",",0.651,",",0.702,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1996,",",38811,",",0.286,",",0.025,",",0.415,",",0.067,",",3.556,",",1.668,",",0.491,",",0.742,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1997,",",40915,",",0.346,",",0.022,",",0.446,",",0.061,",",4.083,",",1.983,",",0.573,",",0.659,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1998,",",41266,",",0.323,",",0.023,",",0.45,",",0.044,",",4,",",1.284,",",0.608,",",0.741,"],"
"[""  ",Maine,""",""",ME,""" ,  ",1999,",",44855,",",0.311,",",0.03,",",0.429,",",0.041,",",3.714,",",1.54,",",0.718,",",0.718,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2000,",",44623,",",0.323,",",0.038,",",0.437,",",0.052,",",3.64,",",1.737,",",0.725,",",0.737,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2001,",",48450,",",0.358,",",0.046,",",0.45,",",0.041,",",4,",",1.94,",",0.696,",",0.665,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2002,",",47504,",",0.345,",",0.033,",",0.451,",",0.05,",",4.226,",",1.747,",",0.698,",",0.736,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2003,",",49535,",",0.35,",",0.038,",",0.424,",",0.055,",",4.188,",",1.709,",",0.735,",",0.658,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2004,",",45997,",",0.314,",",0.032,",",0.458,",",0.051,",",3.645,",",1.736,",",0.712,",",0.727,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2005,",",46556,",",0.31,",",0.045,",",0.462,",",0.063,",",4.063,",",1.553,",",0.766,",",0.767,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2006,",",49425,",",0.353,",",0.045,",",0.44,",",0.047,",",4.375,",",1.798,",",0.845,",",0.716,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2007,",",50177,",",0.344,",",0.038,",",0.452,",",0.051,",",4.167,",",1.848,",",0.923,",",0.743,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2008,",",48746,",",0.33,",",0.047,",",0.439,",",0.058,",",4.054,",",1.656,",",0.909,",",0.725,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2009,",",52714,",",0.35,",",0.059,",",0.45,",",0.09,",",4.158,",",1.869,",",0.989,",",0.773,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2010,",",53714,",",0.362,",",0.063,",",0.461,",",0.089,",",4.474,",",1.939,",",1.071,",",0.675,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2011,",",52083,",",0.337,",",0.066,",",0.463,",",0.1,",",4.5,",",1.748,",",1.121,",",0.756,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2012,",",49808,",",0.32,",",0.049,",",0.469,",",0.1,",",4.25,",",1.697,",",1.009,",",0.789,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2013,",",51776,",",0.34,",",0.048,",",0.458,",",0.078,",",4.35,",",1.837,",",1.067,",",0.839,"],"
"[""  ",Maine,""",""",ME,""" ,  ",2014,",",53506,",",0.356,",",0.054,",",0.466,",",0.064,",",4.299,",",1.927,",",1.083,",",0.748,"],"
"[""  ",Maryland,""",""",MD,""" ,  ",1980,",",41947,",",0.309,",",0.066,",",0.37,",",0.057,",",4.286,",",1.673,",",0.472,",",0.597,"],"
"[""  ",Maryland,""",""",MD,""" ,  ",1981,",",42697,",",0.306,",",0.056,",",0.374,",",0.069,",",4.225,",",1.723,",",0.446,",",0.605,"],"
"[""  ",Maryland,""",""",MD,""" ,  ",1982,",",44827,",",0.333,",",0.06,",",0.39,",",0.089,",",4.625,",",1.784,",",0.582,",",0.576,"],"
