"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",Georgia,""",""",GA,""" ,  ",2007,",",49414,",",0.356,",",0.054,",",0.449,",",0.039,",",5,",",1.895,",",0.817,",",0.69,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2008,",",52478,",",0.37,",",0.054,",",0.451,",",0.059,",",5,",",2.072,",",0.913,",",0.678,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2009,",",54258,",",0.393,",",0.071,",",0.471,",",0.093,",",5.625,",",2.297,",",0.956,",",0.679,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2010,",",55205,",",0.39,",",0.058,",",0.485,",",0.112,",",5.46,",",2.002,",",1.042,",",0.711,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2011,",",51458,",",0.392,",",0.05,",",0.485,",",0.105,",",5.625,",",2.209,",",1.019,",",0.73,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2012,",",55180,",",0.393,",",0.064,",",0.471,",",0.094,",",5.556,",",2.079,",",1.074,",",0.721,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2013,",",52099,",",0.369,",",0.068,",",0.479,",",0.085,",",5.056,",",1.76,",",1.09,",",0.722,"],"
"[""  ",Georgia,""",""",GA,""" ,  ",2014,",",53535,",",0.394,",",0.067,",",0.46,",",0.065,",",5.556,",",2.015,",",1.08,",",0.769,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1980,",",36214,",",0.281,",",0.029,",",0.419,",",0.046,",",3.692,",",1.233,",",0.487,",",0.634,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1981,",",36555,",",0.29,",",0.036,",",0.435,",",0.051,",",3.714,",",1.31,",",0.564,",",0.636,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1982,",",38285,",",0.283,",",0.032,",",0.434,",",0.061,",",3.75,",",1.425,",",0.534,",",0.632,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1983,",",37504,",",0.289,",",0.019,",",0.468,",",0.088,",",3.75,",",1.308,",",0.594,",",0.674,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1984,",",38119,",",0.291,",",0.031,",",0.44,",",0.062,",",4,",",1.394,",",0.58,",",0.709,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1985,",",41610,",",0.313,",",0.027,",",0.46,",",0.065,",",4.222,",",1.522,",",0.578,",",0.59,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1986,",",39949,",",0.307,",",0.026,",",0.455,",",0.057,",",3.871,",",1.561,",",0.572,",",0.678,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1987,",",41734,",",0.319,",",0.032,",",0.442,",",0.043,",",4.04,",",1.329,",",0.674,",",0.63,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1988,",",41532,",",0.321,",",0.046,",",0.457,",",0.035,",",4.167,",",1.458,",",0.647,",",0.632,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1989,",",38528,",",0.313,",",0.029,",",0.431,",",0.029,",",4.102,",",1.513,",",0.64,",",0.7,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1990,",",42676,",",0.309,",",0.025,",",0.447,",",0.037,",",4.107,",",1.446,",",0.642,",",0.696,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1991,",",43758,",",0.314,",",0.032,",",0.438,",",0.034,",",4,",",1.568,",",0.744,",",0.73,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1992,",",43405,",",0.295,",",0.046,",",0.446,",",0.036,",",4.167,",",1.732,",",0.785,",",0.727,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1993,",",43644,",",0.289,",",0.032,",",0.47,",",0.037,",",3.676,",",1.501,",",0.889,",",0.74,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1994,",",42937,",",0.301,",",0.042,",",0.492,",",0.058,",",4.745,",",1.582,",",0.811,",",0.708,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1995,",",42777,",",0.334,",",0.042,",",0.487,",",0.048,",",4.583,",",1.51,",",0.729,",",0.728,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1996,",",44380,",",0.337,",",0.028,",",0.456,",",0.064,",",4.562,",",1.705,",",0.717,",",0.768,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1997,",",44075,",",0.319,",",0.034,",",0.484,",",0.067,",",4.154,",",1.695,",",0.761,",",0.839,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1998,",",46644,",",0.325,",",0.029,",",0.491,",",0.06,",",4.615,",",1.657,",",0.795,",",0.793,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",1999,",",46030,",",0.324,",",0.053,",",0.48,",",0.057,",",4.167,",",1.763,",",0.892,",",0.714,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2000,",",49489,",",0.352,",",0.044,",",0.468,",",0.048,",",5.449,",",1.79,",",0.887,",",0.701,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2001,",",47999,",",0.329,",",0.024,",",0.451,",",0.036,",",4.357,",",1.731,",",0.841,",",0.734,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2002,",",47320,",",0.337,",",0.029,",",0.478,",",0.047,",",4.357,",",1.595,",",0.845,",",0.744,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2003,",",53283,",",0.375,",",0.049,",",0.465,",",0.04,",",4.867,",",1.93,",",0.969,",",0.826,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2004,",",52216,",",0.377,",",0.043,",",0.476,",",0.041,",",4.647,",",1.929,",",0.877,",",0.808,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2005,",",50116,",",0.343,",",0.043,",",0.475,",",0.033,",",4.507,",",1.765,",",0.989,",",0.749,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2006,",",50070,",",0.347,",",0.028,",",0.491,",",0.033,",",4.687,",",1.651,",",0.951,",",0.833,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2007,",",47959,",",0.341,",",0.033,",",0.478,",",0.028,",",4.545,",",1.67,",",0.814,",",0.767,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2008,",",47177,",",0.334,",",0.033,",",0.469,",",0.028,",",4.167,",",1.686,",",0.836,",",0.75,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2009,",",52861,",",0.363,",",0.041,",",0.477,",",0.083,",",4.396,",",1.865,",",0.945,",",0.743,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2010,",",52055,",",0.38,",",0.034,",",0.5,",",0.071,",",4.667,",",1.694,",",0.955,",",0.744,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2011,",",49025,",",0.338,",",0.039,",",0.513,",",0.062,",",4.444,",",1.662,",",1.039,",",0.722,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2012,",",53670,",",0.388,",",0.035,",",0.47,",",0.057,",",5,",",1.96,",",0.976,",",0.817,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2013,",",49784,",",0.356,",",0.041,",",0.475,",",0.05,",",4.737,",",1.958,",",1.072,",",0.823,"],"
"[""  ",Hawaii,""",""",HI,""" ,  ",2014,",",50583,",",0.346,",",0.041,",",0.51,",",0.039,",",4.779,",",1.997,",",1.023,",",0.802,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1980,",",35794,",",0.293,",",0.036,",",0.339,",",0.089,",",4,",",1.175,",",0.46,",",0.595,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1981,",",34406,",",0.282,",",0.041,",",0.358,",",0.089,",",4.167,",",1.355,",",0.477,",",0.608,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1982,",",34485,",",0.29,",",0.036,",",0.342,",",0.12,",",4.163,",",1.38,",",0.39,",",0.597,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1983,",",34829,",",0.308,",",0.026,",",0.385,",",0.129,",",4.286,",",1.589,",",0.482,",",0.598,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1984,",",35627,",",0.314,",",0.031,",",0.385,",",0.106,",",4.586,",",1.54,",",0.502,",",0.636,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1985,",",35782,",",0.331,",",0.027,",",0.405,",",0.088,",",4.786,",",1.637,",",0.489,",",0.632,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1986,",",36443,",",0.321,",",0.027,",",0.376,",",0.088,",",4.652,",",1.323,",",0.477,",",0.626,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1987,",",34791,",",0.312,",",0.027,",",0.402,",",0.103,",",4.42,",",1.422,",",0.471,",",0.592,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1988,",",36265,",",0.326,",",0.024,",",0.39,",",0.071,",",4.625,",",1.459,",",0.473,",",0.66,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1989,",",35076,",",0.326,",",0.026,",",0.393,",",0.074,",",4.5,",",1.565,",",0.433,",",0.671,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1990,",",36203,",",0.332,",",0.048,",",0.385,",",0.076,",",5,",",1.678,",",0.465,",",0.612,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1991,",",33900,",",0.318,",",0.034,",",0.388,",",0.064,",",4.75,",",1.649,",",0.47,",",0.645,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1992,",",35007,",",0.336,",",0.024,",",0.398,",",0.083,",",4.762,",",1.706,",",0.56,",",0.672,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1993,",",35782,",",0.332,",",0.037,",",0.401,",",0.081,",",4.526,",",1.74,",",0.614,",",0.659,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1994,",",37842,",",0.32,",",0.041,",",0.403,",",0.065,",",4.5,",",1.716,",",0.717,",",0.681,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1995,",",39002,",",0.331,",",0.028,",",0.408,",",0.058,",",5,",",1.627,",",0.647,",",0.699,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1996,",",38939,",",0.346,",",0.033,",",0.362,",",0.074,",",4.308,",",1.851,",",0.693,",",0.8,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1997,",",41174,",",0.369,",",0.044,",",0.412,",",0.073,",",4.902,",",2.216,",",0.637,",",0.669,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1998,",",38170,",",0.33,",",0.033,",",0.401,",",0.063,",",4.545,",",1.86,",",0.533,",",0.716,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",1999,",",42421,",",0.363,",",0.052,",",0.398,",",0.063,",",5.033,",",1.701,",",0.6,",",0.721,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2000,",",41868,",",0.338,",",0.058,",",0.382,",",0.044,",",4.833,",",1.581,",",0.628,",",0.755,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2001,",",46852,",",0.379,",",0.034,",",0.393,",",0.051,",",4.923,",",1.949,",",0.667,",",0.674,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2002,",",44584,",",0.358,",",0.054,",",0.412,",",0.071,",",5,",",2.007,",",0.648,",",0.677,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2003,",",42795,",",0.335,",",0.042,",",0.433,",",0.063,",",4.286,",",1.812,",",0.681,",",0.64,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2004,",",42845,",",0.339,",",0.055,",",0.401,",",0.055,",",5.084,",",1.798,",",0.701,",",0.797,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2005,",",46292,",",0.364,",",0.051,",",0.412,",",0.05,",",4.924,",",1.827,",",0.674,",",0.705,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2006,",",47473,",",0.35,",",0.063,",",0.396,",",0.044,",",4.667,",",1.781,",",0.732,",",0.681,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2007,",",48296,",",0.354,",",0.05,",",0.384,",",0.032,",",4.688,",",1.793,",",0.781,",",0.73,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2008,",",49580,",",0.367,",",0.056,",",0.405,",",0.041,",",4.706,",",2.071,",",0.726,",",0.664,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2009,",",46524,",",0.337,",",0.049,",",0.399,",",0.078,",",4.574,",",1.946,",",0.793,",",0.762,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2010,",",48676,",",0.352,",",0.047,",",0.415,",",0.083,",",4.444,",",2.001,",",0.855,",",0.667,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2011,",",47849,",",0.372,",",0.057,",",0.392,",",0.104,",",5,",",2.006,",",0.765,",",0.735,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2012,",",48291,",",0.358,",",0.048,",",0.381,",",0.094,",",4.57,",",2.043,",",0.867,",",0.812,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2013,",",47923,",",0.355,",",0.059,",",0.379,",",0.071,",",5.294,",",1.983,",",0.852,",",0.8,"],"
"[""  ",Idaho,""",""",ID,""" ,  ",2014,",",46691,",",0.368,",",0.035,",",0.412,",",0.06,",",5.312,",",1.959,",",0.783,",",0.777,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1980,",",41236,",",0.293,",",0.04,",",0.362,",",0.077,",",3.994,",",1.419,",",0.439,",",0.582,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1981,",",41149,",",0.3,",",0.047,",",0.381,",",0.093,",",3.973,",",1.544,",",0.47,",",0.573,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1982,",",42547,",",0.303,",",0.05,",",0.365,",",0.103,",",4.125,",",1.559,",",0.492,",",0.572,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1983,",",44172,",",0.298,",",0.045,",",0.37,",",0.118,",",4.022,",",1.482,",",0.622,",",0.6,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1984,",",43824,",",0.301,",",0.047,",",0.38,",",0.108,",",4.178,",",1.475,",",0.615,",",0.651,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1985,",",43169,",",0.32,",",0.036,",",0.394,",",0.086,",",4.222,",",1.522,",",0.557,",",0.621,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1986,",",44184,",",0.305,",",0.032,",",0.408,",",0.087,",",3.96,",",1.53,",",0.607,",",0.646,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1987,",",44864,",",0.306,",",0.034,",",0.409,",",0.081,",",4.088,",",1.53,",",0.613,",",0.631,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1988,",",44335,",",0.315,",",0.037,",",0.408,",",0.078,",",4.43,",",1.512,",",0.584,",",0.635,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1989,",",44700,",",0.314,",",0.038,",",0.399,",",0.058,",",4.5,",",1.544,",",0.601,",",0.673,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1990,",",44634,",",0.317,",",0.045,",",0.396,",",0.059,",",4.273,",",1.568,",",0.592,",",0.664,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1991,",",43780,",",0.321,",",0.041,",",0.418,",",0.069,",",4.521,",",1.596,",",0.649,",",0.681,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1992,",",44349,",",0.322,",",0.046,",",0.419,",",0.083,",",4.545,",",1.656,",",0.688,",",0.688,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1993,",",43718,",",0.324,",",0.051,",",0.445,",",0.082,",",4.631,",",1.711,",",0.666,",",0.708,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1994,",",44709,",",0.32,",",0.044,",",0.436,",",0.064,",",4.417,",",1.68,",",0.76,",",0.726,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1995,",",46245,",",0.333,",",0.043,",",0.442,",",0.048,",",4.917,",",1.738,",",0.774,",",0.7,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1996,",",50150,",",0.369,",",0.051,",",0.444,",",0.057,",",4.919,",",1.799,",",0.811,",",0.645,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1997,",",51231,",",0.358,",",0.043,",",0.445,",",0.053,",",4.667,",",1.669,",",0.789,",",0.686,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1998,",",52501,",",0.359,",",0.056,",",0.431,",",0.046,",",4.714,",",1.909,",",0.833,",",0.708,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",1999,",",53319,",",0.37,",",0.055,",",0.432,",",0.035,",",5.03,",",1.957,",",0.797,",",0.677,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2000,",",51500,",",0.346,",",0.047,",",0.429,",",0.045,",",4.795,",",1.883,",",0.778,",",0.709,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2001,",",56423,",",0.385,",",0.05,",",0.431,",",0.06,",",5.151,",",2.082,",",0.815,",",0.655,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2002,",",55956,",",0.379,",",0.05,",",0.44,",",0.069,",",4.808,",",2.007,",",0.789,",",0.725,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2003,",",56018,",",0.379,",",0.055,",",0.44,",",0.073,",",5.128,",",1.97,",",0.831,",",0.657,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2004,",",55986,",",0.377,",",0.048,",",0.431,",",0.063,",",5.29,",",2.043,",",0.82,",",0.725,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2005,",",55557,",",0.38,",",0.057,",",0.433,",",0.062,",",5,",",2.091,",",0.91,",",0.69,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2006,",",56541,",",0.387,",",0.056,",",0.445,",",0.054,",",5.081,",",2.086,",",0.968,",",0.689,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2007,",",58419,",",0.413,",",0.065,",",0.421,",",0.048,",",5.482,",",2.199,",",0.873,",",0.659,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2008,",",58568,",",0.41,",",0.06,",",0.436,",",0.062,",",5.588,",",2.285,",",0.939,",",0.73,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2009,",",57951,",",0.392,",",0.055,",",0.44,",",0.096,",",5.111,",",2.135,",",1.036,",",0.706,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2010,",",58504,",",0.391,",",0.071,",",0.453,",",0.118,",",4.895,",",2.095,",",1.087,",",0.746,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2011,",",55201,",",0.379,",",0.064,",",0.454,",",0.102,",",5.278,",",1.828,",",1.079,",",0.796,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2012,",",58311,",",0.397,",",0.064,",",0.459,",",0.09,",",5.495,",",2.237,",",1.086,",",0.743,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2013,",",59767,",",0.412,",",0.066,",",0.451,",",0.092,",",5.778,",",2.04,",",1.205,",",0.758,"],"
"[""  ",Illinois,""",""",IL,""" ,  ",2014,",",58532,",",0.39,",",0.056,",",0.444,",",0.081,",",5.05,",",2.122,",",1.208,",",0.757,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1980,",",37500,",",0.279,",",0.031,",",0.339,",",0.098,",",3.846,",",1.329,",",0.238,",",0.583,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1981,",",37269,",",0.279,",",0.032,",",0.363,",",0.103,",",3.893,",",1.357,",",0.285,",",0.572,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1982,",",38008,",",0.303,",",0.024,",",0.36,",",0.13,",",4.233,",",1.465,",",0.275,",",0.581,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1983,",",38536,",",0.299,",",0.031,",",0.393,",",0.126,",",4.267,",",1.538,",",0.308,",",0.608,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1984,",",38202,",",0.307,",",0.04,",",0.39,",",0.106,",",4.342,",",1.504,",",0.364,",",0.568,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1985,",",38865,",",0.298,",",0.026,",",0.369,",",0.086,",",4.198,",",1.39,",",0.389,",",0.595,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1986,",",39964,",",0.308,",",0.035,",",0.377,",",0.076,",",3.894,",",1.521,",",0.359,",",0.613,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1987,",",38708,",",0.297,",",0.044,",",0.408,",",0.072,",",4,",",1.4,",",0.359,",",0.618,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1988,",",37264,",",0.304,",",0.027,",",0.412,",",0.06,",",4.605,",",1.495,",",0.313,",",0.624,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1989,",",38634,",",0.291,",",0.03,",",0.398,",",0.041,",",3.98,",",1.565,",",0.347,",",0.621,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1990,",",38715,",",0.309,",",0.035,",",0.394,",",0.078,",",4.2,",",1.596,",",0.335,",",0.635,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1991,",",37494,",",0.298,",",0.039,",",0.413,",",0.08,",",4.25,",",1.523,",",0.345,",",0.662,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1992,",",38332,",",0.289,",",0.038,",",0.421,",",0.067,",",3.909,",",1.572,",",0.406,",",0.733,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1993,",",37200,",",0.302,",",0.029,",",0.435,",",0.054,",",4.041,",",1.695,",",0.358,",",0.656,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1994,",",38580,",",0.316,",",0.031,",",0.412,",",0.051,",",4.683,",",1.698,",",0.419,",",0.645,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1995,",",40962,",",0.34,",",0.024,",",0.422,",",0.058,",",4.924,",",1.792,",",0.458,",",0.695,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1996,",",43265,",",0.356,",",0.028,",",0.432,",",0.045,",",4.233,",",1.88,",",0.456,",",0.622,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1997,",",43012,",",0.332,",",0.041,",",0.417,",",0.042,",",3.846,",",1.727,",",0.443,",",0.645,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1998,",",43800,",",0.31,",",0.036,",",0.425,",",0.038,",",3.971,",",1.554,",",0.49,",",0.72,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",1999,",",47224,",",0.343,",",0.039,",",0.443,",",0.029,",",4.615,",",1.978,",",0.558,",",0.69,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2000,",",46071,",",0.301,",",0.047,",",0.403,",",0.045,",",4.198,",",1.744,",",0.572,",",0.686,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2001,",",52165,",",0.373,",",0.04,",",0.44,",",0.045,",",4.667,",",1.997,",",0.645,",",0.645,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2002,",",55252,",",0.391,",",0.038,",",0.438,",",0.06,",",4.842,",",2.014,",",0.715,",",0.676,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2003,",",53807,",",0.371,",",0.037,",",0.42,",",0.056,",",4.412,",",2.126,",",0.644,",",0.632,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2004,",",53460,",",0.37,",",0.042,",",0.423,",",0.056,",",4.625,",",1.997,",",0.646,",",0.707,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2005,",",51887,",",0.354,",",0.043,",",0.428,",",0.061,",",4.412,",",2.099,",",0.691,",",0.691,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2006,",",47793,",",0.334,",",0.047,",",0.458,",",0.06,",",4.5,",",1.763,",",0.647,",",0.675,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2007,",",52547,",",0.373,",",0.057,",",0.431,",",0.052,",",4.471,",",1.644,",",0.689,",",0.632,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2008,",",48998,",",0.33,",",0.052,",",0.446,",",0.061,",",4.286,",",1.972,",",0.733,",",0.721,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2009,",",50531,",",0.352,",",0.046,",",0.458,",",0.106,",",4.444,",",1.928,",",0.735,",",0.731,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2010,",",49428,",",0.327,",",0.029,",",0.457,",",0.119,",",4.396,",",1.915,",",0.763,",",0.731,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2011,",",48887,",",0.352,",",0.033,",",0.454,",",0.092,",",4.706,",",1.805,",",0.785,",",0.736,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2012,",",53890,",",0.376,",",0.06,",",0.456,",",0.08,",",4.847,",",1.584,",",0.889,",",0.734,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2013,",",53735,",",0.366,",",0.049,",",0.442,",",0.089,",",4.8,",",2.093,",",0.924,",",0.658,"],"
"[""  ",Indiana,""",""",IN,""" ,  ",2014,",",51619,",",0.342,",",0.046,",",0.444,",",0.062,",",4.5,",",1.818,",",0.861,",",0.725,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1980,",",36478,",",0.288,",",0.043,",",0.361,",",0.048,",",4.167,",",1.33,",",0.4,",",0.589,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1981,",",37803,",",0.277,",",0.044,",",0.371,",",0.064,",",3.892,",",1.282,",",0.401,",",0.575,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1982,",",39679,",",0.326,",",0.029,",",0.379,",",0.1,",",4.314,",",1.541,",",0.376,",",0.603,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1983,",",38953,",",0.296,",",0.022,",",0.405,",",0.093,",",3.914,",",1.578,",",0.428,",",0.615,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1984,",",38198,",",0.3,",",0.025,",",0.408,",",0.089,",",4.161,",",1.528,",",0.465,",",0.604,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1985,",",40572,",",0.314,",",0.034,",",0.391,",",0.102,",",3.952,",",1.547,",",0.481,",",0.612,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1986,",",38918,",",0.315,",",0.034,",",0.416,",",0.091,",",4.125,",",1.491,",",0.469,",",0.626,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1987,",",38500,",",0.296,",",0.029,",",0.397,",",0.064,",",4,",",1.518,",",0.475,",",0.632,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1988,",",37403,",",0.299,",",0.025,",",0.392,",",0.062,",",4,",",1.411,",",0.441,",",0.639,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1989,",",37734,",",0.286,",",0.041,",",0.405,",",0.042,",",3.767,",",1.391,",",0.493,",",0.638,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1990,",",37680,",",0.3,",",0.043,",",0.419,",",0.045,",",3.752,",",1.559,",",0.504,",",0.641,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1991,",",37188,",",0.299,",",0.029,",",0.412,",",0.043,",",4.08,",",1.544,",",0.51,",",0.656,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1992,",",37464,",",0.309,",",0.021,",",0.432,",",0.061,",",4.046,",",1.708,",",0.525,",",0.694,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1993,",",36533,",",0.299,",",0.035,",",0.416,",",0.052,",",4.1,",",1.706,",",0.538,",",0.712,"],"
"[""  ",Iowa,""",""",IA,""" ,  ",1994,",",37302,",",0.301,",",0.034,",",0.435,",",0.04,",",3.909,",",1.739,",",0.618,",",0.674,"],"
